-1.093515760245120191e+03,8.091613122462471210e+02
-9.095380049749644513e+01,1.227200829847338355e+03
-8.046750635089224488e+02,1.352766503933970398e+03
-1.260031000287489405e+03,1.131950283004140374e+03
-7.156257626365787701e+02,8.277089697751317772e+02
-4.439145115438807352e+02,7.890693920501248613e+02
-1.032397819423714282e+03,8.542087492246515694e+02
-1.377438169806772748e+03,7.866832206424328433e+02
-7.332153175708464232e+02,1.254860814270728497e+03
-1.072978096833862537e+03,2.537971944891802423e+02
-1.021370711397076434e+03,1.205929515107751968e+03
-4.916510882639933584e+02,1.911049791100821494e+03
-1.416468808313421277e+03,4.843343405657840322e+02
-1.325394217402375034e+03,1.104755114248060408e+03
-1.363108709266412006e+03,8.330588413112714079e+02
-1.287757908114202337e+03,1.265555298917806340e+03
-8.407255678868413042e+02,7.878918718862856849e+02
-1.073546367522764513e+03,7.131198747224991621e+02
-3.489502701473999196e+02,4.239487291783912042e+02
1.274885247273452933e+02,1.847400879509260449e+03
-8.097492467536180811e+02,2.576432369406256839e+02
-9.543116065910795669e+02,8.080157947091522601e+02
-1.525837626576765160e+03,4.069189446664553316e+02
-1.176161572132523816e+03,1.369627899641545810e+03
-1.113939938010493506e+03,7.541779269775170178e+02
-5.288561556914658013e+02,1.154596759861263763e+03
-7.927115853827910996e+02,4.414391482337607613e+02
-8.428922802394763494e+02,4.569332094004323608e+02
-4.699482473203643167e+02,1.054154784564801957e+03
-2.179805152888197426e+03,7.231525050764269054e+02
-8.742208533870596057e+02,1.178602862429745301e+03
-1.664270295011470353e+03,5.644275457186911353e+02
-1.014213050055550980e+03,7.765855170578006437e+02
-9.250073381500881169e+02,1.695226293279056335e+03
-4.642635455008297640e+02,5.798052657048970104e+02
-1.544367333773647260e+03,1.010195977515316713e+03
-9.415132193834043619e+02,9.227467917353943676e+02
-5.484912135815893635e+02,8.687497404838409238e+02
-7.727542980045830063e+02,5.743422944334629392e+02
-1.286553137930918638e+03,1.686571586232245409e+03
-4.832238724057589252e+02,1.256767136227204219e+03
-7.654088856115220096e+02,3.694159361605463801e+02
-1.323995754494829725e+03,7.818581281211978649e+02
-1.701193801912771050e+03,1.123040680635742319e+03
-1.645543530573710996e+03,1.504154206665610900e+03
-2.035767650066322631e+03,1.069545651870537540e+03
-1.445724057544633297e+03,1.331414292700765600e+03
-1.542049109576984847e+03,9.590306678421126207e+02
-5.839253584145235436e+02,1.746113883909920560e+03
4.520708143063966418e+02,5.707840130526024041e+02
-1.067164578029342692e+03,-1.600616752666567209e+02
-7.551667599019166346e+02,1.737742684835295677e+03
-1.488827065239091780e+03,3.589806369458353856e+02
-8.617068649258568485e+02,6.574611557004121778e+02
-7.282314270950578248e+02,8.941252236587498601e+02
-1.314067735685996695e+03,9.515847050307235122e+02
-8.662862500863964215e+02,1.432094068591275118e+03
-9.335915279264584115e+02,2.767899723768181275e+02
-1.651939142341416300e+02,9.309345851110876993e+02
-1.156172528638250242e+03,7.638070702437764794e+02
-7.336758070283576671e+02,1.986454265114475902e+03
-9.974486807540571363e+02,8.934163916441086712e+02
-1.031782976535823991e+03,1.151141527619217186e+03
-1.003501873784112263e+03,7.635822496399719057e+02
-1.145425860469799090e+03,1.214414614939068088e+03
