-34.0312,6.56863
4.02674,-25.1962
-23.9954,-23.5392
-21.1762,2.91606
20.2113,-38.353
-20.2945,-33.7557
-34.8518,-16.6144
-29.5813,-19.6509
-5.06529,23.3144
-27.6012,1.54551
-1.23696,10.9227
14.3173,6.23026
21.0178,-21.7465
27.5663,-11.3443
1.31038,-3.93059
-30.6803,-28.6142
-3.31078,-42.2962
-10.1928,-17.3631
-22.1115,-16.5025
11.0546,-27.2187
25.3837,-4.30007
-7.15302,17.207
-24.8837,23.2298
-20.7289,-39.4423
-18.4871,14.0092
-14.2131,8.67912
-18.3605,25.1937
-21.6023,-9.43438
12.7699,-7.26278
20.5838,3.46331
21.3684,-10.0126
28.0853,0.622921
7.73155,-2.4638
-26.1352,-35.2632
-4.69816,-1.28681
-31.5363,12.6348
-8.6816,-8.74581
-15.3944,3.67313
-15.4129,-8.11105
16.3308,-12.5029
-15.2478,-36.457
29.8078,-22.4609
12.5779,-16.7388
-5.36894,-34.3777
-19.1748,-2.12956
17.6178,-16.9561
18.0864,-5.26688
-11.812,-1.52265
-4.17717,5.98385
13.9719,-0.538331
-35.1883,-22.9819
-28.6306,18.1492
31.6749,-15.3536
-7.8504,11.2415
-20.1787,8.60493
-12.3241,15.7552
-9.44094,-25.5792
17.9736,-26.7236
-9.28564,-41.5781
4.74277,-39.6053
-15.9946,19.4324
-28.1913,-11.7535
16.3811,-32.5429
21.9697,-15.6062
8.76535,-13.7711
-21.8223,18.6461
1.64768,3.27219
14.102,-21.4508
23.618,-28.998
24.9997,-24.3589
7.90684,-20.1086
0.321313,19.061
-26.6278,7.74582
-10.1232,5.35804
-25.2601,13.5926
-2.57131,-9.12499
-34.9661,-0.88206
0.555609,-35.4814
11.7979,-38.8429
-24.2868,-30.0932
2.19559,-16.3856
-4.96832,-13.914
29.2067,-30.3842
-10.6752,-32.3635
-11.7444,24.1699
-16.1051,-21.1355
-25.8233,-5.26119
-34.1629,-8.20789
25.4173,-17.9149
7.53753,-32.2285
29.7224,-5.425
-15.842,-13.3564
-17.5808,-28.876
-3.12109,-21.2172
7.5095,5.6286
24.7029,-34.4136
-1.37603,-28.8792
7.14512,13.8629
19.7889,-1.06601
5.04952,-8.87029
