9.90541,-27.917
26.5989,-31.343
-2.78317,20.4628
-1.3538,-24.8237
-16.7585,16.6747
4.91987,-16.6966
-24.501,-20.9512
4.7855,12.8544
11.8887,-7.04718
22.513,-17.6193
-17.1424,1.05752
-6.24262,-41.9414
-3.05847,7.8535
13.3264,-17.9955
19.5052,-36.2505
-25.5706,20.1102
-19.6918,-30.4071
2.31788,-7.22283
-12.3008,-21.7416
-17.4371,-13.98
-11.6603,6.18727
-19.4797,23.6909
-5.51822,-1.3814
8.16975,-38.1944
-27.5398,-12.0542
-23.8812,-35.9325
-13.7572,-7.7769
6.15029,0.215045
-33.6181,-6.32272
-17.8128,8.61476
-8.71564,14.6659
-0.289373,-35.1361
-33.7066,-19.3984
19.9172,-25.8293
-25.4038,4.08751
18.6954,-11.5744
-5.68725,-12.633
-11.4639,23.5422
27.2497,-2.40352
-16.7297,-37.7704
-29.5409,-28.867
27.9859,-22.9182
13.9801,5.92336
28.9582,-12.5113
-9.46182,-32.2319
19.5493,-0.261271
-23.0027,-5.54733
-33.9009,4.04104
-30.9655,12.7837
-24.6954,13.1791
